polarity,subjectivity,created_at,location 
0.0,0.0,Thu Mar 12 03:30:00 +0000 2020,
0.0,0.0,Thu Mar 12 03:29:38 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 03:29:33 +0000 2020,"Mumbai, India"
0.2125,0.6,Thu Mar 12 03:29:18 +0000 2020,"Pune, Maharashtra India"
0.0,0.0,Thu Mar 12 03:27:47 +0000 2020,
0.5,0.6785714285714286,Thu Mar 12 03:27:35 +0000 2020,Hind
0.35714285714285715,0.5714285714285714,Thu Mar 12 03:27:35 +0000 2020,sobti land 
0.0,0.0,Thu Mar 12 03:27:11 +0000 2020,
0.0,0.0,Thu Mar 12 03:26:46 +0000 2020,Индия
0.0,0.0,Thu Mar 12 03:26:28 +0000 2020,"Gurgaon, India"
0.0,0.0,Thu Mar 12 03:26:22 +0000 2020,Индия
0.6785714285714286,0.4357142857142857,Thu Mar 12 03:26:19 +0000 2020,Индия
0.21212121212121213,0.48484848484848486,Thu Mar 12 03:26:04 +0000 2020,Hind
0.2,0.8,Thu Mar 12 03:26:00 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:24:47 +0000 2020,"Lucknow, India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 03:24:39 +0000 2020,Индия
0.0,0.0,Thu Mar 12 03:24:05 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 03:23:59 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 03:23:54 +0000 2020,"Mumbai, India"
0.3,1.0,Thu Mar 12 03:23:31 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 03:23:12 +0000 2020,"Mumbai, India"
0.19999999999999998,0.15,Thu Mar 12 03:23:12 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:22:22 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 03:21:58 +0000 2020,"Mumbai, India"
0.3875,0.5,Thu Mar 12 03:21:27 +0000 2020,
-0.125,0.375,Thu Mar 12 03:21:07 +0000 2020,"Mumbai, India"
0.2125,0.6,Thu Mar 12 03:20:52 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:20:41 +0000 2020,"Lucknow, India"
0.0,0.0,Thu Mar 12 03:20:19 +0000 2020,
0.35714285714285715,0.5714285714285714,Thu Mar 12 03:20:08 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:19:14 +0000 2020,
0.0,0.0,Thu Mar 12 03:17:49 +0000 2020,Kurukshetra of life
0.0,0.0,Thu Mar 12 03:17:26 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:15:25 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:14:59 +0000 2020,Hind
0.85,1.0,Thu Mar 12 03:14:56 +0000 2020,Dreamland Academy For Fangirls
0.5,0.5,Thu Mar 12 03:14:36 +0000 2020,Dreamland Academy For Fangirls
0.4,0.75,Thu Mar 12 03:14:25 +0000 2020,Dreamland Academy For Fangirls
0.5166666666666667,0.5333333333333333,Thu Mar 12 03:14:21 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 03:11:10 +0000 2020,
0.0,0.0,Thu Mar 12 03:10:42 +0000 2020,"Chennai, India"
0.09166666666666665,0.5666666666666667,Thu Mar 12 03:10:11 +0000 2020,Utopia
0.0,0.0,Thu Mar 12 03:08:34 +0000 2020,"Delhi, India"
0.0,0.0,Thu Mar 12 03:05:23 +0000 2020,
0.0,0.0,Thu Mar 12 03:03:52 +0000 2020,"New Delhi, India"
0.0,0.0,Thu Mar 12 03:03:23 +0000 2020,"Mumbai, Maharashtra"
0.0,0.0,Thu Mar 12 03:02:43 +0000 2020,
0.0,0.0,Thu Mar 12 02:59:01 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 02:58:30 +0000 2020,"नई दिल्ली, भारत"
0.0,0.0,Thu Mar 12 02:58:16 +0000 2020,
0.20952380952380953,0.280952380952381,Thu Mar 12 02:58:13 +0000 2020,
0.0,0.0,Thu Mar 12 02:57:57 +0000 2020,
0.0,0.0,Thu Mar 12 02:57:56 +0000 2020,"Mumbai, India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:57:48 +0000 2020,
0.0,0.0,Thu Mar 12 02:57:16 +0000 2020,"Sant Nagar, Burari, New Delhi "
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:56:52 +0000 2020,
0.0,0.0,Thu Mar 12 02:56:48 +0000 2020,"New Delhi, India"
0.0,0.0,Thu Mar 12 02:56:35 +0000 2020,India
0.0,0.0,Thu Mar 12 02:56:06 +0000 2020,India
0.0,0.0,Thu Mar 12 02:55:26 +0000 2020,
0.0,0.0,Thu Mar 12 02:55:22 +0000 2020,"Punjab, Pakistan"
0.0,0.0,Thu Mar 12 02:54:15 +0000 2020,India
0.0,0.0,Thu Mar 12 02:52:12 +0000 2020,
0.09687500000000002,0.4475,Thu Mar 12 02:50:56 +0000 2020,Bharat
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:47:38 +0000 2020,"Kolkata, India"
0.4,0.8,Thu Mar 12 02:44:59 +0000 2020,"Mumbai, India"
0.2125,0.6,Thu Mar 12 02:44:51 +0000 2020,"Bengaluru, India"
0.0,0.0,Thu Mar 12 02:43:15 +0000 2020,India
0.0,0.0,Thu Mar 12 02:43:10 +0000 2020,India
0.0,0.0,Thu Mar 12 02:43:03 +0000 2020,
0.0,0.0,Thu Mar 12 02:42:36 +0000 2020,India
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:39:58 +0000 2020,India
0.0,0.0,Thu Mar 12 02:38:39 +0000 2020,India
0.0,0.0,Thu Mar 12 02:38:32 +0000 2020,"New Delhi, India"
0.2125,0.6,Thu Mar 12 02:36:45 +0000 2020,
0.09166666666666665,0.5666666666666667,Thu Mar 12 02:36:20 +0000 2020,India
0.2833333333333333,0.7666666666666666,Thu Mar 12 02:35:56 +0000 2020,Bombay
0.0,0.0,Thu Mar 12 02:35:29 +0000 2020,India
0.0,0.0,Thu Mar 12 02:35:15 +0000 2020,
1.0,0.65,Thu Mar 12 02:35:14 +0000 2020,
-0.25,0.4,Thu Mar 12 02:35:11 +0000 2020,
0.0,0.0,Thu Mar 12 02:35:08 +0000 2020,
0.7,0.6000000000000001,Thu Mar 12 02:35:06 +0000 2020,
0.20952380952380953,0.280952380952381,Thu Mar 12 02:34:51 +0000 2020,
0.09166666666666665,0.5666666666666667,Thu Mar 12 02:34:36 +0000 2020,
1.0,1.0,Thu Mar 12 02:34:35 +0000 2020,
0.0,0.0,Thu Mar 12 02:34:25 +0000 2020,"Madhya Pradesh, India"
0.5,0.9,Thu Mar 12 02:33:51 +0000 2020,
0.8,0.4,Thu Mar 12 02:33:40 +0000 2020,
0.09166666666666665,0.5666666666666667,Thu Mar 12 02:32:57 +0000 2020,
0.7,0.9,Thu Mar 12 02:32:48 +0000 2020,"Mumbai, India"
0.5,0.6,Thu Mar 12 02:31:54 +0000 2020,"Jaipur, India"
0.6000000000000001,0.6000000000000001,Thu Mar 12 02:30:58 +0000 2020,
0.3875,0.5,Thu Mar 12 02:30:44 +0000 2020,
0.0,0.0,Thu Mar 12 02:30:25 +0000 2020,"Mumbai, India"
0.0,0.0,Thu Mar 12 02:29:51 +0000 2020,
0.0,0.0,Thu Mar 12 02:29:26 +0000 2020,"Jaipur, India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:29:00 +0000 2020,
0.0,0.0,Thu Mar 12 02:28:12 +0000 2020,
0.0,0.0,Thu Mar 12 02:27:35 +0000 2020,"Hyderabad, India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:26:51 +0000 2020,India
0.0,0.0,Thu Mar 12 02:26:47 +0000 2020,"samastipur, kalyanpur"
0.0,0.0,Thu Mar 12 02:26:47 +0000 2020,"Atlanta, USA"
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:25:30 +0000 2020,"Kolkata, India"
0.0,0.0,Thu Mar 12 02:23:44 +0000 2020,in my @nameisnani ❤ always
1.0,1.0,Thu Mar 12 02:23:17 +0000 2020,Guwahati
0.35714285714285715,0.5714285714285714,Thu Mar 12 02:21:27 +0000 2020,India
0.5,0.5,Thu Mar 12 02:20:49 +0000 2020,Hyderabad
0.375,0.925,Thu Mar 12 02:20:41 +0000 2020,Hyderabad
-0.17857142857142858,0.2857142857142857,Thu Mar 12 02:20:10 +0000 2020,Hyderabad
0.3875,0.5,Thu Mar 12 02:13:02 +0000 2020,Delhi
-0.125,0.375,Thu Mar 12 02:12:45 +0000 2020,"Gorakhpur, India"
0.0,0.0,Thu Mar 12 02:08:38 +0000 2020,"Hyderabad, India"
0.0,1.0,Thu Mar 12 02:06:55 +0000 2020,Mahadev k charno me 
0.0,0.0,Thu Mar 12 02:04:46 +0000 2020,"Dublin City, Ireland"
0.0,0.0,Thu Mar 12 02:01:54 +0000 2020,"Jaipur, India"
0.0,0.0,Thu Mar 12 02:00:29 +0000 2020,India. Mumbai.
0.0,0.0,Thu Mar 12 01:56:08 +0000 2020,Bombay
0.0,0.0,Thu Mar 12 01:55:32 +0000 2020,Worldwide
0.0,0.0,Thu Mar 12 01:54:42 +0000 2020,India
0.3875,0.5,Thu Mar 12 01:53:47 +0000 2020,"Ahmedabad, Gujarat"
0.0,0.0,Thu Mar 12 01:52:26 +0000 2020,"Ludhiana, India"
0.3875,0.5,Thu Mar 12 01:50:50 +0000 2020,
0.0,0.0,Thu Mar 12 01:49:47 +0000 2020,
0.0,0.0,Thu Mar 12 01:49:34 +0000 2020,"Mumbai, India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:48:49 +0000 2020,"İstanbul, Türkiye"
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:48:43 +0000 2020,
0.3333333333333333,0.21904761904761905,Thu Mar 12 01:48:02 +0000 2020,Chandigarh
0.0,1.0,Thu Mar 12 01:47:02 +0000 2020,India. Mumbai.
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:45:13 +0000 2020, India
0.09687500000000002,0.4475,Thu Mar 12 01:44:35 +0000 2020,
0.15,0.5,Thu Mar 12 01:40:56 +0000 2020,Twitter
0.0,0.0,Thu Mar 12 01:39:58 +0000 2020,India
0.7,0.9,Thu Mar 12 01:39:52 +0000 2020,Dreamland Academy For Fangirls
0.0,0.0,Thu Mar 12 01:37:41 +0000 2020,
1.0,0.65,Thu Mar 12 01:35:57 +0000 2020,India
0.15,0.825,Thu Mar 12 01:34:00 +0000 2020,"CTC Mall, Kathmandu 44600

CTC Mall, Kathmandu 44600
Located in: Civil Mall"
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:33:44 +0000 2020,aapke khayalo me
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:33:21 +0000 2020,"Ahmedabad,India"
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:32:23 +0000 2020,
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:31:08 +0000 2020,India
0.0,0.0,Thu Mar 12 01:30:30 +0000 2020,
0.3875,0.5,Thu Mar 12 01:30:18 +0000 2020,
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:30:18 +0000 2020,
0.0,0.0,Thu Mar 12 01:29:18 +0000 2020,"Khammam, India"
0.3875,0.5,Thu Mar 12 01:28:26 +0000 2020,SRK's Country
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:28:03 +0000 2020,India
0.0,0.0,Thu Mar 12 01:27:50 +0000 2020,Dreamland Academy For Fangirls
0.09166666666666665,0.5666666666666667,Thu Mar 12 01:27:08 +0000 2020,India
0.43333333333333335,0.85,Thu Mar 12 01:21:08 +0000 2020,Delhi
0.35714285714285715,0.5714285714285714,Thu Mar 12 01:19:42 +0000 2020,
1.0,1.0,Thu Mar 12 01:14:46 +0000 2020,India
0.09166666666666665,0.5666666666666667,Thu Mar 12 01:14:42 +0000 2020,India
0.20952380952380953,0.280952380952381,Thu Mar 12 01:14:32 +0000 2020,India
0.7,0.6000000000000001,Thu Mar 12 01:14:30 +0000 2020,India
0.0,0.0,Thu Mar 12 01:14:20 +0000 2020,India
-0.25,0.4,Thu Mar 12 01:14:04 +0000 2020,India
1.0,0.65,Thu Mar 12 01:13:42 +0000 2020,India
0.0,0.0,Thu Mar 12 01:13:37 +0000 2020,India
0.4,0.75,Thu Mar 12 01:13:26 +0000 2020,India
0.5,0.5,Thu Mar 12 01:13:12 +0000 2020,India
0.85,1.0,Thu Mar 12 01:13:03 +0000 2020,India
0.0,0.0,Thu Mar 12 01:08:08 +0000 2020,"Kolkata, India"
-0.17857142857142858,0.2857142857142857,Thu Mar 12 01:06:46 +0000 2020,
1.0,1.0,Thu Mar 12 01:03:40 +0000 2020,
0.0,0.0,Thu Mar 12 01:03:15 +0000 2020,"Mumbai, Maharashtra"
0.4,0.8,Thu Mar 12 01:00:23 +0000 2020,"Mumbai, Maharashtra"
1.0,1.0,Thu Mar 12 00:56:29 +0000 2020,Worldwide (Malaysia)
0.09166666666666665,0.5666666666666667,Thu Mar 12 00:51:50 +0000 2020,India
0.35714285714285715,0.5714285714285714,Thu Mar 12 00:49:27 +0000 2020,india
0.0,0.0,Thu Mar 12 00:47:53 +0000 2020,
0.20952380952380953,0.280952380952381,Thu Mar 12 00:46:36 +0000 2020,
0.7,0.6000000000000001,Thu Mar 12 00:46:29 +0000 2020,
0.0,0.0,Thu Mar 12 00:46:23 +0000 2020,
0.0,0.0,Thu Mar 12 00:46:21 +0000 2020,
0.0,0.0,Thu Mar 12 00:45:55 +0000 2020,
0.09166666666666665,0.5666666666666667,Thu Mar 12 00:44:57 +0000 2020,
0.35714285714285715,0.5714285714285714,Thu Mar 12 00:44:38 +0000 2020,california 
0.0,0.0,Thu Mar 12 00:43:28 +0000 2020,"Surat, India"
0.7749999999999999,0.9,Thu Mar 12 00:40:46 +0000 2020,Dreamland Academy For Fangirls
-0.125,0.375,Thu Mar 12 00:37:33 +0000 2020,
0.0,0.0,Thu Mar 12 00:36:15 +0000 2020,
0.55,0.75,Thu Mar 12 00:29:55 +0000 2020,Dreamland Academy For Fangirls
0.35714285714285715,0.5714285714285714,Thu Mar 12 00:23:56 +0000 2020,kolkata
0.0,0.0,Thu Mar 12 00:20:00 +0000 2020,
0.0,0.0,Thu Mar 12 00:15:45 +0000 2020,"Karachi, Pakistan"
created_at,location,polarity,subjectivity
Thu Mar 12 23:57:18 +0000 2020,,-0.3,0.6
Thu Mar 12 23:57:16 +0000 2020,Kenya ✈,0.0,0.0
Thu Mar 12 23:55:19 +0000 2020,Kenya ✈,0.0,0.0
Thu Mar 12 23:48:08 +0000 2020,"Delaware, USA",0.0,0.0
Thu Mar 12 23:45:18 +0000 2020,,0.2,0.625
Thu Mar 12 23:45:02 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 23:44:51 +0000 2020,"Jaipur, India",0.0,0.0
Thu Mar 12 23:42:42 +0000 2020,,0.2375,0.5875
Thu Mar 12 23:26:18 +0000 2020,,0.0,0.0
Thu Mar 12 23:25:52 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 23:25:49 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 23:25:39 +0000 2020,,0.2,0.625
Thu Mar 12 23:25:20 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 23:22:05 +0000 2020,,0.0,0.0
Thu Mar 12 23:07:53 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 23:07:38 +0000 2020,,0.2,0.625
Thu Mar 12 23:07:27 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 23:01:06 +0000 2020,"Dallas, Texas, USA",0.5916666666666667,0.7999999999999999
Thu Mar 12 23:01:00 +0000 2020,"Dallas, Texas, USA",0.2375,0.5875
Thu Mar 12 23:00:49 +0000 2020,"Dallas, Texas, USA",0.8,0.4
Thu Mar 12 22:59:22 +0000 2020,"Dallas, Texas, USA",0.4,0.75
Thu Mar 12 22:57:07 +0000 2020,"New Delhi, India",1.0,1.0
Thu Mar 12 22:54:07 +0000 2020,,0.9,1.0
Thu Mar 12 22:52:17 +0000 2020,"Kota ,india",0.9,1.0
Thu Mar 12 22:30:17 +0000 2020,"Birmingham, England",0.0,0.0
Thu Mar 12 22:23:43 +0000 2020,sarun World,0.35714285714285715,0.5714285714285714
Thu Mar 12 22:07:36 +0000 2020,"ÜT: 28.59007,77.31769",0.0,0.0
Thu Mar 12 22:07:03 +0000 2020,,0.0,0.0
Thu Mar 12 21:58:58 +0000 2020,,0.0,0.0
Thu Mar 12 21:58:39 +0000 2020,,0.0,0.0
Thu Mar 12 21:53:19 +0000 2020,India,0.25,0.9444444444444444
Thu Mar 12 21:52:59 +0000 2020,India,0.0,0.0
Thu Mar 12 21:25:36 +0000 2020,,1.0,1.0
Thu Mar 12 21:24:27 +0000 2020,Germany,1.0,1.0
Thu Mar 12 21:23:54 +0000 2020,,1.0,1.0
Thu Mar 12 21:23:02 +0000 2020,,0.5047619047619047,0.6666666666666666
Thu Mar 12 21:21:36 +0000 2020,,-0.3,0.6
Thu Mar 12 21:21:21 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 21:21:08 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 21:21:02 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 21:20:57 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 21:20:50 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 21:20:47 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 21:20:40 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 21:20:32 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 21:20:07 +0000 2020,,0.2,0.625
Thu Mar 12 21:19:22 +0000 2020,,0.0,0.0
Thu Mar 12 21:14:19 +0000 2020,,0.0,0.0
Thu Mar 12 21:13:24 +0000 2020,,0.0,0.0
Thu Mar 12 21:13:04 +0000 2020,,0.7,0.75
Thu Mar 12 21:12:00 +0000 2020,"Dubai, United Arab Emirates",0.25,1.0
Thu Mar 12 21:11:27 +0000 2020,,1.0,1.0
Thu Mar 12 21:11:09 +0000 2020,"Dubai, United Arab Emirates",0.2857142857142857,0.5357142857142857
Thu Mar 12 21:11:02 +0000 2020,,0.0,0.0
Thu Mar 12 21:10:37 +0000 2020,,0.15,0.825
Thu Mar 12 21:10:31 +0000 2020,,0.0,0.0
Thu Mar 12 21:09:08 +0000 2020,,0.5,0.6
Thu Mar 12 21:08:38 +0000 2020,,0.0,0.75
Thu Mar 12 21:08:27 +0000 2020,,0.0,0.06666666666666668
Thu Mar 12 21:07:53 +0000 2020,,0.0,0.0
Thu Mar 12 21:07:51 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 21:07:42 +0000 2020,,0.35,0.75
Thu Mar 12 21:07:27 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 21:07:24 +0000 2020,,0.2,0.625
Thu Mar 12 21:06:43 +0000 2020,India,0.8,0.4
Thu Mar 12 21:06:14 +0000 2020,,0.2857142857142857,0.5357142857142857
Thu Mar 12 21:05:53 +0000 2020,India,0.2,0.625
Thu Mar 12 21:05:12 +0000 2020,India 🇮🇳 ,0.0,0.0
Thu Mar 12 21:05:06 +0000 2020,,0.0,0.0
Thu Mar 12 21:05:05 +0000 2020,India,0.0,0.0
Thu Mar 12 21:05:01 +0000 2020,India,-0.1,0.1
Thu Mar 12 21:04:42 +0000 2020,,0.3,0.1
Thu Mar 12 21:04:24 +0000 2020,India,0.2857142857142857,0.5357142857142857
Thu Mar 12 21:04:19 +0000 2020,,0.16666666666666666,0.5
Thu Mar 12 21:04:13 +0000 2020,India,0.8,0.4
Thu Mar 12 21:04:06 +0000 2020,,0.8,0.4
Thu Mar 12 21:03:56 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 21:03:48 +0000 2020,,0.0,0.4
Thu Mar 12 21:03:34 +0000 2020,,0.35,0.65
Thu Mar 12 21:03:29 +0000 2020,,0.8,0.4
Thu Mar 12 21:03:13 +0000 2020,,0.2857142857142857,0.5357142857142857
Thu Mar 12 21:02:18 +0000 2020,,0.25,1.0
Thu Mar 12 21:00:58 +0000 2020,,-0.1,0.1
Thu Mar 12 21:00:51 +0000 2020,,0.0,0.0
Thu Mar 12 21:00:29 +0000 2020,Cape Town,0.4,0.9
Thu Mar 12 20:55:33 +0000 2020,,0.2,0.625
Thu Mar 12 20:55:06 +0000 2020,India 🇮🇳 ,0.2,0.625
Thu Mar 12 20:50:23 +0000 2020,India,0.0,0.0
Thu Mar 12 20:44:39 +0000 2020,United States,0.0,0.0
Thu Mar 12 20:42:58 +0000 2020,Germany,0.2,0.625
Thu Mar 12 20:35:38 +0000 2020,"Ahmadabad City, India",0.0,0.0
Thu Mar 12 20:35:08 +0000 2020,,0.0,0.0
Thu Mar 12 20:34:19 +0000 2020,Kareena Kapoor Khan's Universe,0.2,0.625
Thu Mar 12 20:33:36 +0000 2020,,0.3875,0.5
Thu Mar 12 20:32:35 +0000 2020,Worldwide (Malaysia),0.2,0.625
Thu Mar 12 20:24:09 +0000 2020,,0.0,0.65
Thu Mar 12 20:18:46 +0000 2020,"Hyderabad, India",0.5285714285714286,0.7357142857142858
Thu Mar 12 20:10:38 +0000 2020,Canada,0.5,1.0
Thu Mar 12 20:10:23 +0000 2020,Viperville!!!,0.0,0.0
Thu Mar 12 20:08:24 +0000 2020,"Mumbai, ",0.13636363636363635,0.4545454545454545
Thu Mar 12 20:06:35 +0000 2020,EaRth,0.4916666666666666,0.7166666666666667
Thu Mar 12 20:02:29 +0000 2020,भारत,0.0,0.0
Thu Mar 12 20:00:30 +0000 2020,Canada,0.13636363636363635,0.4545454545454545
Thu Mar 12 19:59:27 +0000 2020,India 🇮🇳 ,0.0,0.0
Thu Mar 12 19:57:31 +0000 2020,,1.0,0.3
Thu Mar 12 19:57:12 +0000 2020,"Ambala, India",0.0,0.0
Thu Mar 12 19:56:06 +0000 2020,"Ambala, India",0.0,0.0
Thu Mar 12 19:55:19 +0000 2020,India 🇮🇳 ,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:55:14 +0000 2020,India 🇮🇳 ,-0.5,0.29999999999999993
Thu Mar 12 19:55:00 +0000 2020,"Nagpur, India",0.0,0.0
Thu Mar 12 19:54:58 +0000 2020,India 🇮🇳 ,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:54:49 +0000 2020,India 🇮🇳 ,-0.5,0.29999999999999993
Thu Mar 12 19:51:42 +0000 2020,,0.0,0.0
Thu Mar 12 19:48:37 +0000 2020,MarvelWood,0.43333333333333335,0.6333333333333333
Thu Mar 12 19:48:31 +0000 2020,MarvelWood,0.85,1.0
Thu Mar 12 19:48:26 +0000 2020,MarvelWood,0.4,0.75
Thu Mar 12 19:45:44 +0000 2020,Germany,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:45:28 +0000 2020,Germany,0.0,0.0
Thu Mar 12 19:45:11 +0000 2020,Germany,-0.3,0.6
Thu Mar 12 19:45:00 +0000 2020,Germany,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:44:48 +0000 2020,Germany,-0.04999999999999999,1.0
Thu Mar 12 19:44:48 +0000 2020,,0.0,0.0
Thu Mar 12 19:44:03 +0000 2020,India,0.35714285714285715,0.5714285714285714
Thu Mar 12 19:43:57 +0000 2020,MarvelWood,0.4916666666666666,0.7166666666666667
Thu Mar 12 19:41:37 +0000 2020,Kareena Kapoor Khan's Universe,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:39:25 +0000 2020,India,0.0,0.0
Thu Mar 12 19:39:24 +0000 2020,HinduSthan,0.30400000000000005,0.8009999999999999
Thu Mar 12 19:37:28 +0000 2020,,0.3,0.1
Thu Mar 12 19:37:22 +0000 2020,India,0.85,1.0
Thu Mar 12 19:36:05 +0000 2020,"Ahmedabad, Gujarat",0.25,0.9444444444444444
Thu Mar 12 19:36:02 +0000 2020,Kareena Kapoor Khan's Universe,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:35:02 +0000 2020,INDIA,0.3,0.1
Thu Mar 12 19:32:14 +0000 2020,Kareena Kapoor Khan's Universe,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:32:02 +0000 2020,Kareena Kapoor Khan's Universe,-0.5,0.29999999999999993
Thu Mar 12 19:31:58 +0000 2020,India,0.0,0.0
Thu Mar 12 19:31:51 +0000 2020,Kareena Kapoor Khan's Universe,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:31:32 +0000 2020,Kareena Kapoor Khan's Universe,-0.04999999999999999,1.0
Thu Mar 12 19:30:52 +0000 2020,"Rajouri Garden, New Delhi",0.0,0.0
Thu Mar 12 19:30:19 +0000 2020,,0.0,0.0
Thu Mar 12 19:29:56 +0000 2020,,0.0,0.0
Thu Mar 12 19:27:08 +0000 2020,,0.0,0.0
Thu Mar 12 19:24:52 +0000 2020,,0.0,0.0
Thu Mar 12 19:23:46 +0000 2020,Kareena Kapoor Khan's Universe,-0.5,0.29999999999999993
Thu Mar 12 19:22:12 +0000 2020,,0.0,0.0
Thu Mar 12 19:21:31 +0000 2020,,0.0,0.0
Thu Mar 12 19:19:02 +0000 2020,"Salem, India",0.0,0.0
Thu Mar 12 19:18:50 +0000 2020, India,0.0,0.0
Thu Mar 12 19:18:11 +0000 2020,"Salem, India",0.0,0.0
Thu Mar 12 19:15:19 +0000 2020,"Mumbai, India",0.0,0.0
Thu Mar 12 19:13:40 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:13:32 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 19:13:23 +0000 2020,,-0.3,0.6
Thu Mar 12 19:13:14 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:12:43 +0000 2020,At Mauritius,-0.04999999999999999,1.0
Thu Mar 12 19:12:39 +0000 2020,At Mauritius,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:12:31 +0000 2020,At Mauritius,-0.5,0.29999999999999993
Thu Mar 12 19:12:30 +0000 2020,At Mauritius,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:10:48 +0000 2020,"Mumbai, India",0.0,0.1
Thu Mar 12 19:10:36 +0000 2020,"Bengaluru, India",0.0,0.0
Thu Mar 12 19:10:09 +0000 2020,"Mumbai, India",0.0,0.0
Thu Mar 12 19:08:55 +0000 2020,,0.0,0.0
Thu Mar 12 19:08:15 +0000 2020,,0.0,0.75
Thu Mar 12 19:07:58 +0000 2020,"Toronto, Ontario",0.0,0.0
Thu Mar 12 19:07:18 +0000 2020,Mumbai,0.8,0.75
Thu Mar 12 19:06:51 +0000 2020,Malaysia,0.0,0.0
Thu Mar 12 19:05:57 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:05:52 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 19:05:27 +0000 2020,,0.5166666666666666,0.7333333333333334
Thu Mar 12 19:05:18 +0000 2020,,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:05:05 +0000 2020,,-0.04999999999999999,1.0
Thu Mar 12 19:05:02 +0000 2020,,-0.3,0.6
Thu Mar 12 19:05:00 +0000 2020,,1.0,1.0
Thu Mar 12 19:04:47 +0000 2020,,-0.2857142857142857,0.3214285714285714
Thu Mar 12 19:04:45 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 19:03:42 +0000 2020,India,0.06666666666666665,0.4666666666666666
Thu Mar 12 19:03:34 +0000 2020,,-0.5,0.29999999999999993
Thu Mar 12 19:03:30 +0000 2020,,0.06666666666666665,0.4666666666666666
